category_list,funding_total_usd,country_code,funding_rounds,label,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC
logistics storage supplychainmanagement technology,1500000.0,GBR,2,0,2.0,499.0,15706.0,16205
financialservices,7000000.0,BGD,1,0,1.0,0.0,16547.0,16547
e-commerce,1516843.0,USA,2,0,2.0,390.0,15835.0,16225
hardware+software,39347357.0,USA,3,0,5.0,1458.0,15286.0,16744
clouddataservices enterprisesoftware localbasedservices localbusinesses localsearch locationbasedservices saas semanticsearch smallandmediumbusinesses socialmedia webpresencemanagement,2500000.0,USA,1,0,3.0,0.0,16227.0,16227
clouddataservices,13000000.0,USA,2,0,1.0,1090.0,15478.0,16568
games,1600000.0,USA,1,0,1.0,0.0,13757.0,13757
b2b seo software,2670000.0,ISR,3,0,2.0,1498.0,14944.0,16442
news,5700000.0,IND,1,0,2.0,0.0,16083.0,16083
transportation travel,83759387.0,USA,5,0,27.0,833.0,15456.0,16289
messaging,12000000.0,USA,2,0,8.0,287.0,13075.0,13362
biotechnology,23899974.0,USA,2,1,5.0,1210.0,13596.0,14806
biotechnology,35000000.0,USA,1,0,4.0,0.0,16443.0,16443
delivery logistics supplychainmanagement,750000.0,IND,1,0,1.0,0.0,16205.0,16205
content curatedweb ediscovery search,5025000.0,RUS,3,0,2.0,906.0,15232.0,16138
mobile,34914119.0,GBR,2,1,4.0,1.0,12628.0,12629
telecommunications,15000000.0,GHA,1,0,2.0,0.0,16553.0,16553
e-commerce security videostreaming,550000.0,NLD,3,0,2.0,396.0,15461.0,15857
healthandwellness,750000.0,USA,1,0,1.0,0.0,15874.0,15874
3dtechnology augmentedreality education healthcare,73964.0,ITA,2,0,2.0,349.0,16282.0,16631
3d mobile mobilehealth,5000.0,USA,1,0,1.0,0.0,15918.0,15918
3d healthcare medicaldevices,9525000.0,USA,2,0,3.0,927.0,15800.0,16727
software,23037230.0,USA,2,1,5.0,1156.0,13341.0,14497
finance venturecapital,50000.0,USA,1,0,2.0,0.0,15838.0,15838
healthcare,65333092.0,USA,6,1,11.0,2056.0,14463.0,16519
manufacturing medicaldevices,20000000.0,USA,1,0,6.0,0.0,13623.0,13623
curatedweb educationalgames subscriptionbusinesses,2100000.0,USA,2,0,1.0,724.0,15737.0,16461
advertising augmentedreality games mobile videogames virtualgoods virtualworlds,150000.0,USA,1,0,1.0,0.0,15201.0,15201
nanotechnology semiconductors,11168660.0,GBR,3,0,7.0,1944.0,14479.0,16423
e-commerce socialmedia,65000.0,HKG,2,0,1.0,0.0,15742.0,15742
marketingautomation socialmedia socialmediamarketing software,20000.0,USA,1,0,1.0,0.0,15824.0,15824
analytics marketresearch surveys,7717000.0,USA,3,0,7.0,1145.0,15492.0,16637
surveys,792132.0,USA,1,0,1.0,0.0,16267.0,16267
bigdata cleantechnology geospatial,36700000.0,USA,1,0,3.0,0.0,16141.0,16141
software surveys,1150000000.0,USA,5,0,17.0,2065.0,14354.0,16419
software,2071730.0,USA,2,0,4.0,680.0,15826.0,16506
software,150000.0,USA,2,0,2.0,531.0,15706.0,16237
games hardware,4200000.0,USA,1,0,5.0,0.0,16209.0,16209
games,158638.0,GBR,1,0,2.0,0.0,15434.0,15434
businessanalytics saas salesandmarketing,100000.0,USA,1,0,1.0,0.0,16100.0,16100
cleantechnology,500000.0,IND,1,0,2.0,0.0,16239.0,16239
banking,4500000.0,IND,1,0,1.0,0.0,16237.0,16237
curatedweb,325000.0,GBR,2,0,4.0,506.0,15314.0,15820
cleantechnology,16666.0,CHE,2,0,3.0,1641.0,14457.0,16098
hospitality,8076565.84420305,GBR,1,1,1.0,0.0,13780.0,13780
consulting realestate sustainability,1200000.0,USA,1,0,1.0,0.0,14981.0,14981
cleantechnology,150000.0,USA,1,0,1.0,0.0,16175.0,16175
cleantechnology,235609.0,GBR,3,0,2.0,328.0,15743.0,16071
cleantechnology electricaldistribution electronics software,528530.0,GBR,1,0,1.0,0.0,16283.0,16283
realestate,1627829.0,USA,3,0,3.0,1216.0,14643.0,15859
enterprises foodprocessing trading,96309.0,GBR,2,0,2.0,92.0,15645.0,15737
news,40000.0,USA,1,0,1.0,0.0,15749.0,15749
homerenovation services sustainability,16390.0,NLD,1,0,1.0,0.0,16529.0,16529
cleantechnology,24000000.0,USA,3,0,2.0,629.0,14468.0,15097
consulting,30000000.0,USA,1,0,1.0,0.0,13235.0,13235
cleantechnology hardware water,50000.0,USA,1,0,1.0,0.0,16071.0,16071
biotechnology,116305000.0,USA,7,0,23.0,2901.0,13149.0,16050
bio-pharm,22000000.0,USA,1,0,4.0,0.0,16639.0,16639
manufacturing,22900000.0,IND,1,0,1.0,0.0,15964.0,15964
webhosting,9470000.0,CAN,2,0,5.0,141.0,14032.0,14173
curatedweb,1180000.0,JPN,1,0,2.0,0.0,16146.0,16146
semiconductors,76078582.0,USA,7,0,16.0,2871.0,13213.0,16084
biotechnology,17825845.0,CHN,3,0,2.0,2343.0,13514.0,15857
manufacturing,7896600.0,ITA,1,0,1.0,0.0,15454.0,15454
nanotechnology,21507228.0,USA,5,0,1.0,864.0,14670.0,15534
healthcare,90566945.0,USA,8,0,7.0,2044.0,14392.0,16436
advertising marketplaces socialmedia,965000.0,USA,3,0,7.0,168.0,15810.0,15978
e-commerce,4830000.0,DEU,1,0,1.0,0.0,14771.0,14771
software,20000000.0,USA,1,0,1.0,0.0,16273.0,16273
e-commerce fashion,70000.0,UKR,1,0,1.0,0.0,15633.0,15633
curatedweb,550000.0,USA,1,1,5.0,0.0,14935.0,14935
webhosting,34000000.0,USA,1,0,2.0,0.0,14370.0,14370
fashion,100000.0,USA,1,0,1.0,0.0,15294.0,15294
advertising digitalmedia e-commerce giftcard internetmarketing marketresearch mobile onlineshopping search surveys virtualcurrency,60000000.0,USA,1,0,1.0,0.0,16203.0,16203
waterpurification,1200000.0,IND,1,0,2.0,0.0,16650.0,16650
biotechnology,2060130.0,USA,1,0,3.0,0.0,16507.0,16507
financialservices intellectualassetmanagement investmentmanagement,23000000.0,USA,1,0,1.0,0.0,16518.0,16518
customerservice onlinedating services,1099517.0,BEL,1,0,3.0,0.0,16325.0,16325
collaboration music productdevelopmentservices socialnetworkmedia software startups,300000.0,USA,1,0,3.0,0.0,15740.0,15740
e-commerce logistics shipping,3000000.0,USA,3,0,11.0,791.0,15765.0,16556
e-commerce e-commerceplatforms games internet peer-to-peer,1988994.0,USA,2,0,1.0,0.0,15918.0,15918
curatedweb,4650000.0,USA,2,1,6.0,365.0,11443.0,11808
auctions curatedweb finance marketplaces trading,46000.0,USA,3,0,2.0,578.0,15006.0,15584
games,1000000.0,USA,1,0,1.0,0.0,15911.0,15911
e-commerce socialcommerce webdevelopment,30000.0,USA,1,0,1.0,0.0,16467.0,16467
coupons e-commerce,100000.0,ISR,1,0,1.0,0.0,15218.0,15218
apps internet mobile,750000.0,USA,1,0,3.0,0.0,16708.0,16708
curatedweb finance kids recycling retail socialcommerce trading,11350000.0,USA,3,0,2.0,1424.0,13330.0,14754
bitcoin crowdfunding financialservices virtualcurrency,1010000.0,USA,2,0,1.0,73.0,16271.0,16344
analytics locationbasedservices mobile retail shopping webdevelopment wireless,4500000.0,USA,2,1,7.0,418.0,15623.0,16041
3dprinting e-commerce hardware internet manufacturing productdesign,20000.0,ISR,1,0,1.0,0.0,16287.0,16287
advertising salesandmarketing socialmedia,2000000.0,USA,1,0,2.0,0.0,14628.0,14628
biotechnology software,750000.0,USA,1,0,2.0,0.0,15877.0,15877
advertising email optimization salesandmarketing software,1486851.0,USA,3,0,2.0,680.0,14123.0,14803
b2b businessservices consumers entertainment salesandmarketing smallandmediumbusinesses,27793.321450144304,LTU,1,0,1.0,0.0,16660.0,16660
hospitality,33600000.0,USA,2,1,2.0,355.0,13971.0,14326
consumergoods manufacturing specialtyfoods,50000.0,USA,1,0,1.0,0.0,16421.0,16421
analytics e-commerce enterprisesoftware loyaltyprograms p2pmoneytransfer retail saas software,1003851.0,CAN,1,0,2.0,0.0,15467.0,15467
businessservices construction homerenovation marketplaces match-making realestate,7320183.0,USA,3,0,5.0,617.0,16111.0,16728
hospitality organicfood,75500000.0,USA,3,0,13.0,575.0,16042.0,16617
localsearch seo software,4200000.0,CAN,2,0,9.0,1463.0,15279.0,16742
local marketplaces,40000.0,USA,1,0,1.0,0.0,16594.0,16594
android appdiscovery saas software,21500000.0,USA,3,0,12.0,1096.0,14150.0,15246
foodprocessing,107125.0,GBR,1,0,1.0,0.0,15826.0,15826
software,1286600.0,USA,1,0,2.0,0.0,15998.0,15998
advertising content mobile salesandmarketing wireless,1100000.0,USA,1,0,1.0,0.0,16010.0,16010
entertainment media socialmedia socialopinionplatform,1180000.0,USA,2,0,3.0,396.0,16266.0,16662
healthcare payments,11600000.0,USA,2,0,4.0,395.0,16314.0,16709
biotechnology,11999999.0,USA,4,0,4.0,1848.0,14840.0,16688
security,49342.0,CAN,1,0,1.0,0.0,15810.0,15810
hardware+software,2600000.0,USA,1,0,5.0,0.0,16303.0,16303
legal,571895.0,DNK,2,0,1.0,321.0,16252.0,16573
apps consumers internet pets,2500000.0,USA,1,0,1.0,0.0,15822.0,15822
healthcare healthcareinformationtechnology mhealth,723090.682838401,IRL,3,0,5.0,1320.0,15393.0,16713
bigdata consumers hospitality interestgraph onlinetravel travel,8000000.0,SGP,2,0,1.0,543.0,14610.0,15153
software,1015921.7514491,GBR,1,0,2.0,0.0,16197.0,16197
software storage,23600000.0,USA,3,0,9.0,906.0,15461.0,16367
appmarketing developerapis e-commerce opensource userexperiencedesign,22200000.0,USA,4,0,21.0,1159.0,15340.0,16499
foodprocessing,37000000.0,IND,3,0,8.0,233.0,16528.0,16761
farming software water,3490000.0,USA,2,0,1.0,913.0,15839.0,16752
sports,800000.0,USA,3,0,3.0,457.0,15492.0,15949
curatedweb,3475521.0,USA,2,0,1.0,235.0,15196.0,15431
news,4976700.0,IND,1,0,1.0,0.0,16176.0,16176
curatedweb presentations realtime,1000000.0,GBR,2,0,5.0,748.0,15917.0,16665
advertising,4018000.0,USA,2,0,6.0,286.0,15826.0,16112
nonprofits,500000.0,USA,1,0,6.0,0.0,15015.0,15015
mobileadvertising mobilepayments payments,95000.0,USA,1,0,2.0,0.0,16565.0,16565
finance payments,40500000.0,USA,5,0,24.0,1655.0,14564.0,16219
healthandwellness,12228037.0,USA,4,0,3.0,1162.0,15434.0,16596
analytics bigdata socialmedia,9001000.0,USA,4,0,2.0,334.0,15483.0,15817
mobile mobilesoftwaretools retail salesandmarketing,32000000.0,USA,3,0,11.0,995.0,15553.0,16548
bigdataanalytics fantasysports predictiveanalytics sports,20000.0,USA,1,0,1.0,0.0,16671.0,16671
informationtechnology medical mobile software,3000.0,CHE,1,0,1.0,0.0,15675.0,15675
medicaldevices,12500000.0,TWN,1,0,2.0,0.0,12564.0,12564
humanresources mobile networking recruiting,2400000.0,USA,1,0,10.0,0.0,16414.0,16414
informationtechnology,1250000.0,AUS,1,0,1.0,0.0,16476.0,16476
telecommunications voip,53000000.0,USA,3,0,6.0,1509.0,15065.0,16574
cleantechnology,7500000.0,CAN,1,0,4.0,0.0,14624.0,14624
communities education socialmedia,550000.0,USA,3,0,2.0,395.0,15989.0,16384
events photography video,1220000.0,USA,3,0,9.0,232.0,15273.0,15505
loyaltyprograms onlinetravel software,34799900.0,USA,5,0,19.0,3360.0,12265.0,15625
onlineidentity webhosting webtools,595043.0,ITA,2,0,4.0,533.0,15860.0,16393
search,2000000.0,USA,2,0,2.0,212.0,13392.0,13604
android apps education ios video,4550000.0,USA,7,0,9.0,1553.0,15125.0,16678
e-commerce,1559194.0,GBR,6,0,5.0,995.0,15564.0,16559
sports,20000.0,USA,1,0,1.0,0.0,16358.0,16358
e-commerce furniture,8620520.0,GBR,3,0,5.0,419.0,15853.0,16272
advertising,13400000.0,USA,5,0,1.0,1452.0,14975.0,16427
auctions e-commerce shopping,14000000.0,USA,2,0,2.0,1187.0,13149.0,14336
software,5300000.0,USA,1,1,2.0,0.0,13503.0,13503
biotechnology healthdiagnostics,5450802.0,USA,6,0,5.0,3694.0,12874.0,16568
dod/military retail textiles,50000.0,USA,1,0,1.0,0.0,16008.0,16008
internet marketingautomation mobile mobileanalytics mobilesoftwaretools predictiveanalytics socialmedia,51139440.0,USA,5,0,18.0,2496.0,14254.0,16750
mobile mobilepayments publictransportation software transportation,550000.0,USA,1,0,5.0,0.0,16252.0,16252
android apps software,15599906.0,USA,6,1,11.0,831.0,14336.0,15167
bloggingplatforms content informationtechnology software sponsorship video,90000.0,USA,1,0,1.0,0.0,13665.0,13665
socialmedia,162778.0,CHN,2,0,2.0,517.0,15340.0,15857
enterprisesoftware healthcareinformationtechnology semanticsearch,14600000.0,USA,3,0,3.0,1286.0,14975.0,16261
internet services wireless,50000000.0,USA,3,1,20.0,944.0,11627.0,12571
software,12800000.0,USA,2,0,4.0,703.0,12107.0,12810
computers enterprises networksecurity,29880000.0,USA,2,1,4.0,462.0,12016.0,12478
software,1247800.0,FRA,1,0,1.0,0.0,15518.0,15518
software,70500000.0,USA,3,1,12.0,2008.0,11231.0,13239
semiconductors,37570000.0,FIN,4,0,10.0,2429.0,12683.0,15112
android apps bigdata education ios mobile productivitysoftware,20000.0,USA,1,0,1.0,0.0,15371.0,15371
cleantechnology,40000.0,CAN,1,0,1.0,0.0,16028.0,16028
software,1000000.0,FRA,1,0,1.0,0.0,13208.0,13208
mobile,60139600.0,GBR,2,0,4.0,3198.0,11717.0,14915
pharmaceuticals,41000000.0,USA,1,0,4.0,0.0,16561.0,16561
healthcare hospitals marketplaces medical,848540.0,USA,2,0,1.0,1023.0,15540.0,16563
biotechnology green,7500000.0,USA,1,0,1.0,0.0,16387.0,16387
biotechnology,48000000.0,IND,1,0,1.0,0.0,16000.0,16000
bigdata curatedweb healthandwellness technology,134724.0,USA,2,0,1.0,99.0,15428.0,15527
enterprisesoftware mobile networking socialcrm,18000.0,USA,1,0,1.0,0.0,15826.0,15826
biotechnology,25800000.0,CHE,2,0,3.0,573.0,14890.0,15463
healthdiagnostics security,4684100.0,GBR,4,0,8.0,3509.0,13075.0,16584
cloudcomputing clouddataservices storage webhosting,19700000.0,USA,6,1,10.0,1865.0,14361.0,16226
biotechnology,42875687.0,USA,4,0,3.0,753.0,16017.0,16770
bioinformatics computers software,50000.0,USA,1,0,1.0,0.0,14903.0,14903
healthandwellness medical therapeutics,12816000.0,USA,3,0,1.0,630.0,15796.0,16426
biotechnology,495314228.848417,DNK,9,0,25.0,4003.0,12727.0,16730
socialmedia,750000.0,USA,5,0,2.0,4769.0,10917.0,15686
technology,166000000.0,USA,2,0,26.0,376.0,16344.0,16720
e-commerce e-commerceplatforms fashion onlineshopping,39044997.0,USA,5,0,17.0,1245.0,15072.0,16317
biotechnology,20000000.0,USA,1,1,1.0,0.0,13257.0,13257
cloudcomputing mobility saas software,20000000.0,USA,1,0,1.0,0.0,12324.0,12324
cloudcomputing enterprisesoftware identity identitymanagement saas,47778903.0,USA,5,0,6.0,1478.0,13879.0,15357
edtech education video,106000000.0,USA,4,0,12.0,1156.0,15231.0,16387
artificialintelligence healthcare software,250000.0,USA,1,0,1.0,0.0,15898.0,15898
software,605250.0,DEU,1,0,1.0,0.0,13249.0,13249
electronichealthrecords healthcareinformationtechnology medical physicians saas software,50000.0,USA,1,0,1.0,0.0,15959.0,15959
semiconductors,32300000.0,USA,4,1,8.0,1528.0,12934.0,14462
webhosting,11717309.0,CHN,1,0,1.0,0.0,14482.0,14482
crowdsourcing cybersecurity datasecurity networksecurity security,34000000.0,USA,4,0,19.0,724.0,15761.0,16485
advertisingplatforms email identitymanagement internettv mobilesoftwaretools portals software,17000000.0,USA,2,1,12.0,985.0,12460.0,13445
biotechnology,70000000.0,USA,4,1,11.0,705.0,14349.0,15054
software,2000000.0,USA,1,0,2.0,0.0,16667.0,16667
advertising bigdataanalytics psychology,100000.0,MEX,1,0,1.0,0.0,16462.0,16462
biotechnology,4430000.0,FRA,1,0,4.0,0.0,14309.0,14309
healthcare,32400000.0,USA,5,0,10.0,1147.0,14761.0,15908
email salesandmarketing software,495000.0,USA,3,0,4.0,301.0,15826.0,16127
healthcare,3103358.0,USA,3,0,2.0,2788.0,13269.0,16057
cleantechnology datacenters green sensors webhosting wireless,44500000.0,USA,6,1,29.0,2599.0,13298.0,15897
adtargeting artificialintelligence contentdiscovery machinelearning predictiveanalytics publishing semanticsearch socialmedia,1450000.0,USA,2,0,7.0,512.0,15762.0,16274
socialmedia software video,5000000.0,USA,1,1,3.0,0.0,13067.0,13067
software,7341000.0,USA,4,1,2.0,725.0,14063.0,14788
bio-pharm,10200000.0,USA,1,1,2.0,0.0,12481.0,12481
cloudcomputing enterprises enterprisesearch enterprisesoftware,644000.0,USA,5,0,4.0,594.0,15737.0,16331
materialscience,206360.0,CAN,3,0,1.0,216.0,16175.0,16391
bigdata curatedweb eventmanagement mobile networking socialmedia,10000.0,USA,2,0,1.0,243.0,16436.0,16679
developerapis saas software,10250000.0,USA,4,0,2.0,982.0,15706.0,16688
facebookapplications socialmediamanagement socialmediamarketing software,28300000.0,CAN,2,0,3.0,290.0,14739.0,15029
software,4500000.0,USA,1,1,3.0,0.0,13039.0,13039
software,2450000.0,GBR,1,0,1.0,0.0,13788.0,13788
biotechnology,26000000.0,USA,2,0,2.0,877.0,15376.0,16253
mobile,39730000.0,GBR,5,1,3.0,1262.0,13894.0,15156
advertising distribution,960000.0,USA,3,0,1.0,494.0,15900.0,16394
manufacturing,25000000.0,USA,3,0,3.0,1217.0,13847.0,15064
biotechnology healthcare lifesciences medicaldevices,725000.0,USA,1,0,5.0,0.0,16623.0,16623
cloudcomputing digitalmedia music software synchronization,650000.0,USA,1,0,1.0,0.0,15065.0,15065
software,634000.0,DEU,1,0,1.0,0.0,13409.0,13409
enterprisesoftware,2350000.0,USA,1,1,2.0,0.0,14183.0,14183
curatedweb digitalmedia publishing software,1110000.0,USA,2,0,8.0,912.0,14975.0,15887
hardware+software,2830000.0,USA,1,0,1.0,0.0,13824.0,13824
hardware+software,1286600.0,IRL,1,0,2.0,0.0,15939.0,15939
cybersecurity informationsecurity security software,100000.0,USA,2,0,2.0,178.0,16315.0,16493
software,11600000.0,USA,1,0,3.0,0.0,13739.0,13739
software,10000000.0,USA,1,0,2.0,0.0,12954.0,12954
beauty consumergoods healthcare,15200000.0,USA,4,0,3.0,2040.0,13482.0,15522
semiconductors,33385935.0,USA,5,0,2.0,1340.0,14312.0,15652
e-commerce enterprisesoftware productsearch retailtechnology,1950000.0,NLD,3,0,2.0,1408.0,15006.0,16414
crowdfunding finance venturecapital,1844725.36651106,GBR,2,0,2.0,240.0,16315.0,16555
semiconductors,10500000.0,USA,1,0,5.0,0.0,14719.0,14719
automotive,515000.0,USA,2,0,2.0,302.0,15949.0,16251
biotechnology,2340000.0,USA,3,0,7.0,1638.0,15013.0,16651
healthandwellness,18962157.0,USA,3,0,1.0,1388.0,15063.0,16451
pharmaceuticals,2.0,USA,1,0,1.0,0.0,12094.0,12094
edtech education,45732000.0,USA,3,0,4.0,553.0,15973.0,16526
imagerecognition training,40000.0,CHL,1,0,1.0,0.0,15385.0,15385
consulting entrepreneur internet saas smallandmediumbusinesses software,50000.0,USA,1,0,1.0,0.0,15039.0,15039
analytics bigdata software visualization,1900000.0,NLD,2,0,3.0,1583.0,15034.0,16617
analytics cloudcomputing linux opensource,1406000.0,RUS,2,0,1.0,1611.0,13879.0,15490
advertising analytics biometrics broadcasting businessintelligence businessservices crowdsourcing marketresearch media wearables,406011.0,HUN,2,0,3.0,365.0,16010.0,16375
analytics consumers software,70000.0,IRL,1,1,1.0,0.0,15706.0,15706
software,16040161.0,USA,3,1,8.0,1683.0,12675.0,14358
healthcare,13750000.0,USA,6,0,3.0,1146.0,15448.0,16594
cloudmanagement mobile,1400000.0,USA,1,0,1.0,0.0,16018.0,16018
biotechnology,34400000.0,USA,2,0,3.0,77.0,16273.0,16350
manufacturing,19999999.0,USA,2,1,1.0,68.0,15431.0,15499
biotechnology,91500000.0,CHE,3,1,18.0,1376.0,13518.0,14894
biotechnology,5802480.0,FIN,2,0,9.0,538.0,16023.0,16561
games,20000.0,USA,1,0,2.0,0.0,15740.0,15740
biotechnology medical therapeutics,3285922.0,GBR,1,0,1.0,0.0,16664.0,16664
bigdata filmproduction media tvproduction videostreaming,406500.0,NOR,2,0,2.0,139.0,16626.0,16765
software,4000000.0,RUS,1,0,1.0,0.0,14975.0,14975
biotechnology healthcare,155350000.0,USA,5,1,6.0,4095.0,12431.0,16526
biotechnology,71390000.0,GBR,3,1,13.0,1823.0,13101.0,14924
software,3500000.0,SWE,1,1,1.0,0.0,14043.0,14043
biotechnology,4869826.0,GBR,4,0,11.0,602.0,15807.0,16409
biotechnology,784826.0,FRA,1,0,4.0,0.0,16091.0,16091
brandmarketing businessintelligence socialcrm socialmediamonitoring software,22180000.0,USA,4,0,6.0,2826.0,13317.0,16143
biotechnology,16103380.0,USA,2,0,2.0,321.0,15650.0,15971
biotechnology,40000001.0,USA,2,0,2.0,2601.0,13140.0,15741
biotechnology,6000000.0,USA,1,0,2.0,0.0,16181.0,16181
enterprisesoftware,9100000.0,USA,2,0,5.0,310.0,12849.0,13159
software,500000.0,USA,1,0,1.0,0.0,16293.0,16293
apps b2b fleetmanagement internetofthings logistics mobile saas software,471000.0,SGP,1,0,1.0,0.0,16300.0,16300
software,7000000.0,USA,2,0,6.0,764.0,12962.0,13726
businessservices defense games software technology,40000.0,CHL,1,0,2.0,0.0,15765.0,15765
cleantechnology,3032235.0,GBR,2,0,3.0,830.0,14967.0,15797
electronics mobile skatewear sports,25000.0,USA,3,0,2.0,508.0,16059.0,16567
biotechnology,83000000.0,USA,2,0,8.0,564.0,15806.0,16370
software,7220000.0,CAN,1,0,1.0,0.0,13149.0,13149
software,13000000.0,USA,2,0,3.0,744.0,15886.0,16630
analytics businessintelligence socialmedia,250000.0,CAN,1,1,3.0,0.0,14231.0,14231
hardware+software,1380034.419682,GBR,1,0,1.0,0.0,14396.0,14396
consulting,1500000.0,USA,1,0,1.0,0.0,12852.0,12852
enterprisesoftware software,33800000.0,USA,3,1,6.0,937.0,11619.0,12556
internet,120000.0,USA,1,0,1.0,0.0,16652.0,16652
artificialintelligence contentdiscovery curatedweb machinelearning personalization reviewsandrecommendations,50000.0,USA,2,0,1.0,237.0,15706.0,15943
businessservices internet,1252515.0,POL,1,0,1.0,0.0,15580.0,15580
games,2100000.0,ISL,1,0,4.0,0.0,16750.0,16750
crowdsourcing e-commerce fashion,65000.0,ARG,2,0,2.0,258.0,15412.0,15670
biotechnology,6340000.0,DNK,1,0,3.0,0.0,12363.0,12363
communicationshardware services telecommunications,27000000.0,USA,1,0,1.0,0.0,12488.0,12488
publicrelations,5750000.0,USA,1,0,4.0,0.0,12842.0,12842
analytics saas software,1560000.0,USA,2,0,1.0,15.0,16224.0,16239
semiconductors,40000000.0,USA,1,0,6.0,0.0,12893.0,12893
filesharing video videostreaming,1000000.0,ISR,1,0,1.0,0.0,16685.0,16685
publicrelations,6940000.0,NOR,2,1,3.0,750.0,12837.0,13587
e-commerce manufacturing,13933.0,BGD,4,0,2.0,926.0,15510.0,16436
software,7400000.0,USA,3,0,1.0,2281.0,13879.0,16160
healthcare,83500000.0,USA,5,1,33.0,2643.0,13149.0,15792
parking software,31000000.0,USA,2,0,2.0,1558.0,13689.0,15247
security,113000000.0,USA,1,0,3.0,0.0,15839.0,15839
education,620000.0,THA,1,0,5.0,0.0,16281.0,16281
financialservices,40704.0,USA,2,0,2.0,0.0,16272.0,16272
hospitality mobile mobilepayments,39010353.0,USA,6,0,11.0,1969.0,14621.0,16590
curatedweb photography,4000000.0,USA,1,1,1.0,0.0,13149.0,13149
advertising,10000.0,CZE,1,0,1.0,0.0,15461.0,15461
entertainment,4600000.0,USA,1,0,1.0,0.0,16196.0,16196
restaurants,78000.0,MYS,2,0,4.0,472.0,16294.0,16766
bigdataanalytics datavisualization software,15000000.0,USA,2,1,2.0,1674.0,12418.0,14092
artificialintelligence onlinereservations restaurants search startups,506719.0,SWE,3,0,3.0,540.0,13223.0,13763
e-commerce restaurants,323830.0,IND,2,0,2.0,665.0,15940.0,16605
entertainment games iphone lifestyle mobile nightlife travel,5524999.0,USA,4,0,8.0,351.0,16272.0,16623
publishing,278293.0,TUR,1,0,1.0,0.0,15771.0,15771
consumerelectronics curatedweb e-commerce publishing textbooks,420000.0,AUS,2,0,4.0,465.0,15796.0,16261
software,16000000.0,USA,1,0,2.0,0.0,13445.0,13445
advertising content contentdiscovery curatedweb video,160000000.0,USA,7,0,19.0,2772.0,13818.0,16590
hospitality,250000.0,USA,2,0,2.0,100.0,15675.0,15775
consumers hospitality software,480000.0,SGP,1,0,2.0,0.0,15706.0,15706
analytics android bigdataanalytics businessintelligence education ios saas salesandmarketing skillassessment training,248648.0,GBR,2,0,3.0,214.0,15796.0,16010
games,13500000.0,ISR,4,0,6.0,1027.0,14975.0,16002
edtech education,1000000.0,USA,1,0,4.0,0.0,15868.0,15868
android bitcoin mobile trading,73784.0,NLD,2,0,1.0,139.0,16478.0,16617
semiconductors,108000000.0,USA,2,0,8.0,1335.0,13726.0,15061
games incentives videogames,17345709.0,USA,6,0,2.0,2294.0,13118.0,15412
e-commerce,1286600.0,ITA,1,0,1.0,0.0,15950.0,15950
aerospace hardware+software,17070000.0,USA,3,0,7.0,2515.0,12324.0,14839
datacenters opensource storage,7500000.0,USA,1,0,1.0,0.0,16511.0,16511
bigdataanalytics enterprisesoftware sensors,20728000.0,USA,3,0,12.0,761.0,15826.0,16587
mobile,1150000.0,CAN,2,0,3.0,181.0,16112.0,16293
consulting e-commerce retail shopping software technology,7000000.0,USA,1,1,4.0,0.0,12528.0,12528
webhosting,19300000.0,USA,2,1,9.0,878.0,12030.0,12908
collaboration enterprisesoftware knowledgemanagement software,10000000.0,USA,1,1,4.0,0.0,11527.0,11527
curatedweb edtech mobilesocial webtools,1800000.0,USA,9,0,25.0,1203.0,15440.0,16643
advertising,19000000.0,USA,2,1,5.0,337.0,13216.0,13553
hardware+software,500000.0,USA,1,0,1.0,0.0,15843.0,15843
cloudcomputing databases software twitterapplications,1500000.0,USA,1,0,1.0,0.0,16007.0,16007
software,11200000.0,USA,1,0,4.0,0.0,16154.0,16154
healthcare,23200000.0,USA,3,0,3.0,1802.0,13816.0,15618
3d 3dtechnology electronics productdesign,1971750.0,FIN,1,0,1.0,0.0,15366.0,15366
humancomputerinteraction,25400000.0,USA,3,0,5.0,1431.0,14641.0,16072
curatedweb governments software,654891.0,LUX,3,0,2.0,559.0,15325.0,15884
cleanenergy cleantechnology homeautomation,33294621.0,DEU,3,0,9.0,762.0,15953.0,16715
mobile,50000.0,USA,1,0,1.0,0.0,15355.0,15355
enterprisesoftware,1609004.0,GBR,1,0,1.0,0.0,13760.0,13760
advertising curatedweb,8228681.0,FRA,1,0,3.0,0.0,16351.0,16351
computervision lasers manufacturing materialscience photography semiconductormanufacturingequipment,903171.0,USA,3,0,2.0,1279.0,15065.0,16344
mobile nfc pets,77000.0,USA,3,0,2.0,610.0,15492.0,16102
mobile rfid tracking wireless,5972500.0,USA,3,0,4.0,1430.0,13545.0,14975
photography semanticweb software video,1395000.0,USA,3,0,8.0,1343.0,15315.0,16658
brandmarketing iphone mobile services socialmedia socialnetworkmedia webdevelopment,600000.0,RUS,2,0,2.0,549.0,15126.0,15675
internet saas socialmedia software,292957.0,GBR,2,0,1.0,230.0,15992.0,16222
electronics,2588460.0,FRA,1,0,1.0,0.0,15471.0,15471
socialmedia,28701975.0,USA,5,0,5.0,2547.0,13027.0,15574
